ϥⲧⲟⲟⲩϣⲉ ⲛ ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ ⲛ ϩⲁⲧ	object	object
ⲣⲣⲱⲟⲩ ⲛⲧ ⲁ ⲩ ⲡⲱϣⲥ ⲛⲁⲓ ⲛⲧ ⲁ ⲛ ϣⲁϫⲉ ⲉⲧⲃⲉ ⲧ ϩⲟⲧⲉ ⲙⲛ ⲧ ⲟⲣⲅⲏ ⲙ ⲡⲉⲩ ϭⲱⲛⲧ	person	person
ⲡ ⲉⲧ ⲛⲁ ⲟⲩⲱϣ ⲅⲁⲣ ⲉ ⲛⲁϩⲙ ⲧⲉϥ ⲯⲩⲭⲏ	person	person
ⲧⲉⲕ ϩⲓⲏ	abstract	abstract
ⲛ ⲉⲧ ϩⲓⲛⲏⲃ	person	person
ⲡ ⲣⲏ	object	object
ⲡⲉⲩ ϩⲓⲥⲉ ⲧⲏⲣ ϥ	abstract	abstract
ⲛ ⲟⲉⲓⲕ ⲛ ⲧⲉ ⲡⲣⲟⲑⲉⲥⲓⲥ	object	object
ⲱⲣⲅⲁⲛⲟⲛ ⲛ ⲧ ⲙⲛⲧⲁⲧⲥⲓ	abstract	abstract
ⲧ ⲙⲛⲧⲣⲣⲟ ⲛ ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ ⲡ ⲣⲣⲟ	place	place
ⲕⲱⲥⲙⲓⲕⲟⲛ	abstract	abstract
ⲕⲉ ϩⲙϩⲁⲗ	person	person
ⲁ ⲥⲟⲟⲩ ⲙ ⲙⲏⲗⲓⲟⲛ ⲛ ⲥⲁϣϥ	abstract	abstract@
ⲛⲉϥ ⲙⲟⲉⲓϩⲉ	abstract	abstract
ϩⲉⲛ ϣⲁϫⲉ	abstract	abstract
ⲉⲛⲧ ⲁ ⲥ ⲥⲉⲓ ⲛϩⲏⲧ ⲟⲩ	object	object
ϩⲣⲁ ⲕ	object	object
ⲧⲟⲟⲩⲉ	object	object
ⲙⲛⲧⲣⲉϥϯⲕⲁⲣⲡⲟⲥ ⲛ ⲇⲓⲕⲁⲓⲟⲛ · ⲁⲩⲱ ⲙ ⲙⲁⲓⲣⲱⲙⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ ⲛ ⲉⲧⲉ ⲛ ⲛⲟⲃⲣⲉ	abstract	abstract
ⲛ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	abstract	abstract
ϩⲉⲛ ϭⲟⲗ	abstract	abstract
ⲧⲁⲓ ⲉⲧⲉⲣⲉ ⲧⲉⲥ ⲁⲡⲉ ⲡⲏϩ ϣⲁϩⲣⲁⲓ ⲉ ⲧ ⲡⲉ	place	place
ⲛ ϩⲏⲕⲉ ⲛⲧⲉ ⲡ ⲕⲟⲥⲙⲟⲥ	person	person
ⲟⲩ ⲙⲛⲧⲃⲁⲃⲉⲣⲱⲙⲉ	abstract	abstract
ⲧ ϩⲁⲗⲁⲥⲥⲁ	place	place
ⲟⲩ ⲕⲟⲩⲓ ⲛⲏ ⲧⲛ	person	person
ⲡ ⲛⲟⲩⲧⲉ ⲛⲉⲕ ⲃⲁⲗ	person	person@
ⲧ ⲡⲉ	place	place
ⲛ ⲉⲧ ⲥⲟⲟⲩⲛ ⲇⲉ ⲙⲙⲟ ϥ	person	person
ⲧⲉⲓ ⲙⲓⲛⲉ ⲇⲉ ⲛⲉ ⲛⲉⲛ ⲉⲓⲟⲧⲉ , ⲉⲧ ⲟⲩⲁⲁⲃ ⲛⲉ ⲡⲣⲟⲫⲏⲧⲏⲥ ⲙⲛ ⲛ ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	abstract	abstract@
ⲧⲉⲕ ⲙⲛⲧⲕⲟⲩⲓ	time	time
ⲙⲛⲧⲙⲁⲓⲣⲱⲙⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ⲛ ϣⲏⲣⲉ ⲙ ⲡ ⲟⲩⲟⲉⲓⲛ ⲉⲧⲉ ⲛ ⲉⲧ ⲙⲟⲟϣⲉ ⲛⲉ ϩⲛ ⲧ ⲡⲁⲣⲣⲏⲥⲓⲁ ⲛ ϩⲩⲡⲟⲧⲁⲅⲏ ⲛⲓⲙ ϩⲓ ⲙⲛⲧⲥⲧⲙⲏⲧ ⲛⲓⲙ ϩⲓ ϩⲱⲃ ⲛⲓⲙ ⲛ ⲁⲅⲁⲑⲟⲛ	person	person
ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	person	person
ⲃⲁⲃⲉⲣⲱⲙⲉ	person	person
ⲉⲧ ⲛⲁ ϯ ⲡⲉϥ ⲟⲩⲟⲉⲓ ⲉ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ⲛ ⲉⲓⲃ	abstract	abstract
ⲡⲣⲁⲝⲓⲥ	abstract	abstract
ⲓⲱϩⲁⲛⲛⲏⲥ ⲡ ⲑⲉⲟⲗⲟⲅⲟⲥ	person	person@
ⲛⲟⲙⲟⲥ ⲛⲓⲙ	abstract	abstract
ⲧⲉϥ ⲡⲁⲣϩⲏⲥⲓⲁ	abstract	abstract
ⲉⲓⲛⲉ ⲛ ⲟⲩ ⲣⲙⲛⲥⲕⲓⲙ ⲛ ϩⲗⲗⲟ · ⲛⲧ ⲁ ϥ ⲉⲓ ϩⲛ ⲟⲩ ⲙⲁ ⲉ ϥ ⲟⲩⲏⲩ	abstract	abstract
ⲥⲱⲧⲏⲣ ϫⲉ ⲧⲟⲟⲧ ϥ ⲉⲃⲟⲗ ⲉϫⲙ ⲡ ⲣⲟ ⲙ ⲡ ⲕⲁⲧⲁⲅⲓⲟⲛ	person	person
ⲛ ϩⲱⲃ ⲉⲧⲉⲣⲉ ⲡⲉⲩ ⲉⲓⲱⲧ ⲛ ⲇⲓⲕⲁⲓⲟⲥ ⲣϩⲱⲃ ⲉⲣⲟ ϥ	abstract	abstract
ⲛ ⲉⲛⲧ ⲁ ⲩ ⲇⲟⲕⲓⲙⲁⲍⲉ ⲙⲙⲟ ⲟⲩ	abstract	abstract
ⲡⲁ ⲏⲓ · ϫⲉ ⲉⲓⲥ ⲟⲩⲏⲣ ⲛ ⲟⲩⲟⲉⲓϣ	place	place@
ⲟⲩⲟⲛ ⲛⲓⲙ · ⲉⲧⲉ ⲙⲛ ϭⲟⲙ ⲙⲙⲟ ⲟⲩ	person	person
ϯⲥⲃⲱ ⲛ ⲥⲟⲫⲓⲁ ⲛ ⲣⲱⲙⲉ	abstract	abstract
ⲛⲉⲧⲛ ⲣⲁⲛ	abstract	abstract
ⲡⲉⲕ ⲭⲣⲓⲥⲧⲟⲥ	person	person
ⲡⲉ ⲑⲃⲃⲓⲟ	abstract	abstract
ⲣⲟⲟⲩϣ ⲛ ⲛⲉⲛ ⲉⲣⲏⲩ	abstract	abstract@
ⲉϣⲁⲩ	animal	animal
ⲧⲉϥ ⲧⲉⲭⲛⲏ	abstract	abstract
ⲧⲉⲗⲉⲓⲟⲥ	person	person
ⲡⲉⲓ ⲏⲓ	place	place
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ	person	person
ⲙⲛⲧⲣⲉϥϯⲱⲛϩ	abstract	abstract
ⲙⲁⲛⲁⲥⲥⲏ	person	person
ⲣⲱ ⲕ	object	object
ϩⲉⲛ ⲟⲩⲟⲟⲧⲉ ⲙ ⲡⲓⲥⲉ	plant	plant@
ⲯⲩⲭⲏ ⲙ ⲡ ⲉⲧ ⲥⲱⲧⲙ	abstract	abstract
ⲉⲓⲁⲧ ⲟⲩ	object	object
ⲟⲩ ϭⲃⲟⲓ ⲉ ϥ ϫⲟⲥⲉ	object	object
ⲕⲟⲟϩ ⲇⲉ ⲙ ⲡⲉⲧⲣⲁ · ⲙⲛ ⲱⲛⲉ ⲛⲓⲙ	place	place
ϣⲓ ⲛ ⲛ ⲧⲁϣⲉⲟⲉⲓϣ ⲛ ⲧ ⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲙ ⲡ ⲉⲛⲧ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ ϩⲁⲣⲟ ⲛ	abstract	abstract
ⲁⲥⲭⲏⲙⲟⲥⲩⲛⲏ	abstract	abstract
ⲧⲟⲡⲟⲥ ⲉⲣⲉ ⲟⲩ ⲥⲟⲛ ϣⲱⲛⲉ ⲛϩⲏⲧ ϥ	place	place
ⲧⲉⲓ ⲡⲗⲁⲛⲏ	abstract	abstract
ⲛ ϩⲏⲃⲥ	object	object
ⲡⲟⲗⲉⲙⲟⲥ ⲙ ⲡ ϫⲁϫⲉ	event	event
ⲛ ⲉⲧ ⲣϩⲟⲧⲉ ϩⲏⲧ ϥ ⲙ ⲡ ⲛⲟⲩⲧⲉ . ⲛⲁⲓ ⲉⲧⲉⲣⲉ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ϣⲟⲟⲡ ⲛⲁ ⲩ ⲛ ⲃⲟⲏⲑⲟⲥ ⲁⲩⲱ ⲛ ⲥⲕⲉⲡⲁⲥⲧⲏⲥ	person	person
ⲉⲛⲉ ⲙ ⲙⲉ	object	object@
ⲡⲉ ⲥⲧⲣⲁⲧⲉⲩⲙⲁ ⲧⲏⲣ ϥ	organization	organization
ⲛⲉⲩ ⲃⲁⲗ	object	object
ⲉⲓⲱⲧ ⲁⲃⲣⲁϩⲁⲙ	person	person@
ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲙ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ⲟⲩ ϫⲓⲥⲉ	abstract	abstract
ⲕⲁⲗⲏⲃⲉ	place	place
ⲛ ϫⲁⲓⲟϩⲥ	person	person
ⲃⲟⲏⲑⲓⲁ ⲙ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ϣⲉ ϫⲟⲩⲱⲧ ⲛ ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ ⲛ ⲛⲟⲩⲃ	object	object
ⲡⲣⲟⲥⲫⲟⲣⲁ ⲛ ⲃⲟⲧⲉ	object	object@
ⲕⲱⲙⲏ	place	place
ⲡ  ϩⲁⲅⲓⲟⲥ ⲙⲉⲣⲕⲟⲩⲣⲓⲟⲥ ⲡⲉ ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ	person	person@
ⲟⲩ ϯⲧⲱⲛ	abstract	abstract
ⲕⲉ ϣⲏⲙ ⲇⲉ ⲛ ⲧⲃⲧ	animal	animal@
ⲩ ⲙⲉⲉⲩⲉ	abstract	abstract
ⲡⲩⲣⲅⲟⲥ ⲉⲧ ⲕⲟⲩⲏⲏϩ ⲛϩⲏⲧ ϥ	place	place
ⲧ ⲡⲟⲛⲏⲣⲓⲁ ⲉⲧ ϩⲁ ⲙ ⲡⲏⲩⲉ	abstract	abstract
ⲡⲉⲓ ⲛⲟⲩⲧⲉ ⲛ ⲟⲩⲱⲧ	person	person@
ⲛⲉⲩ ⲥⲡⲟⲧⲟⲩ	object	object
ⲡ ⲟⲩⲉ	abstract	abstract
ϩⲗⲗⲱ	person	person
ⲛⲁ ⲧⲉⲓ ⲙⲓⲛⲉ	abstract	abstract
ⲛⲉϥ ϫⲁⲓⲟϩⲥ	person	person
ⲡ ⲣⲱϣⲉ ϩⲙ ⲡ ⲧⲣⲉ ⲡ ⲛⲟⲩⲧⲉ ⲧⲁⲁ ϥ ⲛⲁ ⲛ	abstract	abstract
ⲧ ⲙⲛⲧⲛⲁⲏⲧ ⲧⲁⲓ ⲉ ϣⲁ ⲥ ϫⲓⲧ ⲟⲩ ⲉϩⲟⲩⲛ ϣⲁ ⲡ ⲛⲟⲩⲧⲉ ϩⲛ ⲟⲩ ⲡⲁⲣⲣⲏⲥⲓⲁ	abstract	abstract
ⲕⲁⲧⲁⲅⲉⲓⲟⲛ	place	place
ϣⲁϫⲉ ⲇⲉ ⲉⲧ ⲟⲩⲁⲁⲃ ⲛⲧⲉ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲉⲧ ⲥⲏϩ ϩⲛ ⲛⲉ ⲅⲣⲁⲫⲏ · ⲁⲩⲱ ϩⲛ ϯ ⲉⲡⲓⲥⲧⲟⲗⲏ	abstract	abstract
ⲙⲛⲧⲛⲟϭ ⲙ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ϥⲧⲟⲟⲩ ⲛ ϣⲏⲣⲉ ϣⲏⲙ	person	person@
ⲡ ⲣⲱϣⲉ	abstract	abstract
ⲟⲩ ϩⲁⲧ	substance	substance
ⲛ ⲉⲃⲟⲗ ϩⲛ ⲟⲩ ϯⲧⲱⲛ ⲉⲧ ⲟ ⲛ ⲁⲧⲥⲱⲧⲙ ⲛⲥⲁ ⲧ ⲙⲉ	abstract	abstract
ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧ ϩⲙ ⲡ ⲧⲟⲡⲟⲥ	person	person
ⲉⲛⲧ ⲁ ⲩ ϩⲁⲣⲉϩ ⲉⲣⲟ ⲟⲩ	person	person
ⲁⲅⲁⲡⲏ ⲛ ⲛⲁⲓ	abstract	abstract
ⲕⲣⲟ ⲙ ⲡ ⲓⲟⲣⲇⲁⲛⲏⲥ	place	place
ⲡ ϣⲟⲙⲛⲧ ⲛ ϩⲁⲅⲓⲟⲥ	abstract	abstract@
ⲥⲁⲣⲝ ⲛ ⲛⲉⲕ ⲥⲛⲏⲩ	object	object
ⲡⲉϥ ⲃⲓⲟⲥ	abstract	abstract
ⲡ ϩⲱⲃ ⲙ ⲡ ⲛⲟⲩⲧⲉ	abstract	abstract
ⲛⲉ ϩⲣϣⲓⲣⲉ	person	person
ⲧⲉ ϩⲣⲱ ⲛ ⲥⲁⲧⲉ	object	object
ϩⲱⲃ ⲛⲓⲙ	abstract	abstract
ⲟⲣⲅⲏ ⲛ ϩⲁϩ ⲛ ⲥⲟⲡ	abstract	abstract
ⲡ ⲣⲱⲙⲉ ⲉⲛⲧ ⲁ ϥ ⲉⲓⲣⲉ ⲛⲙⲙⲁ ⲓ ⲙ ⲡ ϩⲟⲟⲩ	person	person
ⲕⲁⲓⲣⲟⲥ ⲛ ϫⲟ	time	time
ⲙⲁ ⲛ ⲥⲕⲏⲛⲏ ⲛ ϣⲡⲏⲣⲉ	place	place
ⲡ ⲃⲏⲙⲁ ⲙ ⲡ ϩⲟⲩⲛ ⲛ ⲧ ⲡⲩⲗⲏ ⲙ ⲡ ⲕⲁⲥⲧⲣⲟⲛ	object	object
ⲛⲉϥ ϣⲏⲣⲉ	person	person
ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ · ⲡⲁⲓ ⲉⲧⲉ ⲡⲱϥ ⲡⲉ ⲡ ⲉⲟⲟⲩ ⲙⲛ ⲡ ⲁⲙⲁϩⲧⲉ ϣⲁ ⲉⲛⲉϩ ⲛ ⲉⲛⲉϩ	person	person
ⲉⲕⲕⲗⲏⲥⲓⲁ · ⲛ ϣⲓⲏⲧ	organization	organization
ⲟⲩ ϣⲙϣⲉ ⲛ ⲃⲣⲣⲉ	person	person@
ⲉⲧ ϣⲁϫⲉ ϩⲙ ⲡⲉⲛ ⲉⲓⲱⲧ ⲇⲁⲩⲉⲓⲇ	person	person
ⲉⲧⲉ ⲩⲛⲧⲁ ϥ ⲥϥ	person	person
ⲗⲁⲁⲩ ⲙⲙⲱ ⲧⲛ	person	person
ϣⲓ ⲛ ⲁⲡⲁ ⲁⲛⲧⲱⲛⲓⲟⲥ	abstract	abstract
ⲡⲁ ϣⲁϫⲉ	abstract	abstract
ⲧⲉ ϭⲣⲟⲙⲡⲉ	animal	animal
ⲡ ⲙⲉⲉⲩⲉ ⲗⲟⲓⲡⲟⲛ ⲙ ⲡ ϣⲁϫⲉ · ⲛⲧ ⲁ ⲡ ϫⲟⲉⲓⲥ ϫⲟⲟ ϥ ⲙ ⲡⲉⲧⲣⲟⲥ	abstract	abstract
ⲡⲉⲕ ⲏⲓ	place	place
ⲛⲟⲩⲧⲉ ⲉⲧ ϯ ⲛⲁ ⲛ ⲙ ⲡⲉ ϫⲣⲟ ϩⲙ ⲡ ⲡⲟⲗⲉⲙⲟⲥ	person	person
ⲗⲁⲥ ⲛ ⲛ ⲉⲛⲧ ⲁ ⲩ ⲥⲁϩⲟⲩ ⲙⲙⲟ ϥ	object	object
ⲧ ⲙⲛⲧⲛⲟϭ	abstract	abstract
ⲡⲉⲩ ⲉⲓⲱⲧ ⲉⲧ ϩⲛ ⲙ ⲡⲏⲩⲉ	person	person
ⲗⲁⲁⲩ ⲛⲓⲙ	abstract	abstract
ⲉⲓⲟⲟⲧⲉ	person	person
ϣⲉϩⲙⲉ	abstract	abstract
ⲧⲉⲭⲛⲉ	abstract	abstract
ⲣⲣⲟ ⲇⲉ ⲛ ⲧ ⲡⲉ	person	person
ⲛ ϫⲱϩⲙ	abstract	abstract
ⲛ ϫⲏⲣ	abstract	abstract
ⲁⲧⲑⲁⲃ	person	person
ⲥϣ ⲛ ⲧⲁϭⲥⲉ ⲛ ⲟⲩⲱⲧ · ⲛⲧⲉ ⲛⲉϥ ⲟⲩⲣⲏⲏⲧⲉ	object	object
ⲧ ⲙⲛⲧⲧⲉⲗⲓⲟⲥ ⲉⲧ ⲛϩⲏⲧ ⲕ	abstract	abstract
ⲟⲩⲟⲉⲓϣ ⲛⲧ ⲁ ϥ ⲙⲟⲟϣⲉ	time	time
ⲛⲉϥ ⲧⲏⲏⲃⲉ	object	object
ⲕⲉ ⲙⲟⲛⲁⲭⲟⲥ ⲉ ⲁ ⲩ ⲉⲓ ⲛⲙⲙⲁ ⲩ	person	person
ⲥⲟⲛ ⲡⲉ ⲉ ⲁ ⲩ ϭⲛⲧ ϥ ⲉ ⲩⲛ ⲟⲩ ϣⲱⲱⲧ ϩⲓⲱⲱ ϥ · ⲛⲧⲉ ⲧ ⲙⲛⲧϭⲱⲃ	person	person
ϩⲏⲇⲟⲛⲏ	abstract	abstract
ⲥⲛⲏⲩ ⲙ ⲙⲟⲛⲁⲭⲟⲥ	person	person@
ⲟⲩ ⲟⲩⲟⲉⲓⲧ ⲛ ϩⲙⲟⲩ	abstract	abstract
ⲥⲩⲛⲁⲅⲱⲅⲏ ⲛⲓⲙ ⲛⲧ ⲁ ⲩ ⲣ ⲁⲛⲁ ϥ ⲙ ⲡ ϫⲟⲉⲓⲥ	organization	organization
ⲟⲩ ⲕⲟⲩⲓ ⲛ ⲑⲁⲃ	substance	substance@
ⲉⲛⲧ ⲁ ⲩ ⲁⲁ ⲩ ⲧⲏⲣ ⲟⲩ	abstract	abstract
ⲁⲅⲅⲉⲗⲟⲥ ⲉⲧ ⲟⲩⲁⲁⲃ ⲉⲧ ϥⲓ ϩⲁⲣⲟ ⲛ ϫⲓⲛ ⲧ ⲁⲣⲭⲏ ⲙ ⲡ ⲥⲱⲛⲧ ϣⲁϩⲣⲁⲓ ⲉ ⲡ ϩⲟⲟⲩ ⲛ ϩⲟⲟⲩ ⲁⲩⲱ ⲟⲛ ϣⲁ ⲉⲛⲉϩ	person	person
ⲉⲓⲃⲉ	abstract	abstract
ⲩ ϭⲁⲗⲟⲩⲃⲟⲥ	person	person
ϩⲁⲉ	time	time
ⲛⲟⲩⲟⲉⲓ	abstract	abstract
ⲡ ⲱϩⲥ ⲛ ⲉⲓⲱⲧ	event	event
ⲃⲁⲗ	object	object
ⲛ ⲉⲧ ϩⲙ ⲡ ⲕⲉ ⲁⲓⲱⲛ	person	person
ⲡⲉ ϩⲟⲟⲩ ⲙ ⲡⲁ ⲙⲕⲁϩ	time	time
ⲛⲉⲩ ϩⲃⲏⲩⲉ ⲛ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	abstract	abstract@
ⲧ ⲁⲛⲁⲥⲧⲁⲥⲓⲥ ϩⲓⲧⲛ ⲧ ⲛⲁⲁⲕⲉ ⲛ ⲧ ⲡⲁⲣⲑⲉⲛⲟⲥ	event	event
ⲙⲛⲧⲁⲧⲥⲃⲱ ⲛ ⲛ ϣⲏⲣⲉ ⲉⲧ ϩⲟⲟⲩ	abstract	abstract
ⲡⲉⲩ ⲥϯⲛⲟⲩϥⲉ	abstract	abstract
ⲛ ⲉⲛⲧ ⲁ ⲩ ⲥⲁϩⲟⲩ ⲙⲙⲟ ϥ	person	person
ⲡⲁ ⲥⲱⲙⲁ	object	object
ⲙⲛⲧⲛⲟⲩⲧⲉ · ⲛ ⲛⲉⲕ ⲣⲓⲕⲉ ⲟⲩⲇⲉ ⲛ ⲛⲉⲕ ϩⲉ	abstract	abstract
ⲁⲧⲗⲟⲓϭⲉ	abstract	abstract
ⲥⲟⲩⲟ	plant	plant
ⲡ ⲟⲣⲇⲓⲛⲟⲛ ⲇⲉ ⲛ ⲟⲩ ⲡⲣⲟⲧⲉⲕⲧⲱⲣ ⲧⲁϩⲟ ϥ · ⲉ ⲡⲉϥ ⲣⲁⲛ ⲡⲉ ⲃⲁⲥⲓⲗⲉⲓⲧⲏⲥ	abstract	abstract
ⲧⲟϣ ⲛ ⲧ ⲇⲉⲕⲁⲡⲟⲗⲓⲥ	place	place
ⲡ ϫⲱⲱⲣⲉ	person	person
ⲡⲉ ϩⲟⲟⲩ ⲧⲏⲣ ϥ	time	time
ⲧⲉ ⲑⲉⲟⲧⲟⲕⲟⲥ ⲉⲧ ⲟⲩⲁⲁⲃ ⲙⲁⲣⲓⲁ ⲧ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ϯⲉⲟⲟⲩ ⲛⲁ ⲥ ϩⲛ ⲧ ⲡⲉ	person	person
ϩⲱⲃ ⲛⲓⲙ ⲉ ϣⲁⲣⲉ ϩⲉⲛ ⲛⲟⲃⲉ ⲁϣⲁⲓ ⲉⲃⲟⲗ ⲙⲙⲟ ⲟⲩ	abstract	abstract
ⲡ ⲣⲱⲙⲉ ⲛⲧ ⲁ ϥ ⲉⲓ ϣⲁⲣⲟ ⲓ ⲛ ϣⲟⲣⲡ	person	person@
ⲛⲁ ⲛ ϩⲁⲉ ⲉϩⲟⲩⲉ ⲡ ϣⲟⲣⲡ	abstract	abstract
ⲕⲉⲧ	object	object
ⲧⲉⲧⲛ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ⲛ ϩⲟⲩⲉ	abstract	abstract@
ⲟⲩ ⲁⲡⲟⲧ ⲉ ⲡ ⲟⲩⲁ	object	object
ⲉⲧ ⲉⲓⲣⲉ	person	person
ⲡⲉ ⲥⲕⲁⲛⲇⲁⲗⲟⲛ	abstract	abstract
ⲛⲟⲩⲧⲉ ⲙ ⲡ ⲣⲣⲟ	person	person
ⲛⲉⲛ ⲛⲟⲃⲉ	abstract	abstract
ⲉⲧ ⲧⲃⲃⲏⲩ ϩⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲛ ⲉⲧ ⲧⲁϩⲙ ⲉⲧ ⲟⲩⲁⲁⲃ	person	person
ⲑⲉⲁⲧⲣⲟⲛ ⲙ ⲡ ⲕⲟⲥⲙⲟⲥ	abstract	abstract
